Serie,Habitat,Site,Exposure,Depht,Transect,Quad,Subcategory,Cover
2641,Kelp,Los Molles,protected,deep,3,2,Lithothamnium,52.27272727
2642,Kelp,Los Molles,protected,deep,3,2,Filamentous,2.272727273
2643,Kelp,Los Molles,protected,deep,3,2,Filamentous,0
2644,Kelp,Los Molles,protected,deep,3,2,Ralfsia confusa,0
2645,Kelp,Los Molles,protected,deep,3,2,Lessonia skeleton,0
2646,Kelp,Los Molles,protected,deep,3,2,Anemona ,0
2647,Kelp,Los Molles,protected,deep,3,2,Calleporella,0
2648,Kelp,Los Molles,protected,deep,3,2,Chiton,0
2649,Kelp,Los Molles,protected,deep,3,2,Cirripedios,0
2650,Kelp,Los Molles,protected,deep,3,2,Crustaceo,0
2651,Kelp,Los Molles,protected,deep,3,2,Entalphora,0
2652,Kelp,Los Molles,protected,deep,3,2,Erizos,0
2653,Kelp,Los Molles,protected,deep,3,2,Estrella,0
2654,Kelp,Los Molles,protected,deep,3,2,Gastropodo,0
2655,Kelp,Los Molles,protected,deep,3,2,Heliaster helianthus,0
2656,Kelp,Los Molles,protected,deep,3,2,Hidrozoo,4.545454545
2657,Kelp,Los Molles,protected,deep,3,2,Opistobranchio,0
2658,Kelp,Los Molles,protected,deep,3,2,Sponge,0
2659,Kelp,Los Molles,protected,deep,3,2,Poliqueto,0
2660,Kelp,Los Molles,protected,deep,3,2,Tunicado,0
2661,Kelp,Los Molles,protected,deep,3,2,Peces,0
2662,Kelp,Los Molles,protected,deep,3,2,Shadow,12
2663,Kelp,Los Molles,protected,deep,3,2,Tape,0
2664,Kelp,Los Molles,protected,deep,3,2,Wand,0
2665,Kelp,Los Molles,protected,deep,3,3,Boulder,0
2666,Kelp,Los Molles,protected,deep,3,3,Conchuela,0
2667,Kelp,Los Molles,protected,deep,3,3,Rock,0
2668,Kelp,Los Molles,protected,deep,3,3,Rock,22.22222222
2669,Kelp,Los Molles,protected,deep,3,3,Rock,13.33333333
2670,Kelp,Los Molles,protected,deep,3,3,Rock,4.444444444
2671,Kelp,Los Molles,protected,deep,3,3,Sand,0
2672,Kelp,Los Molles,protected,deep,3,3,Corallina spp.,0
2673,Kelp,Los Molles,protected,deep,3,3,Crustosa verde,0
2674,Kelp,Los Molles,protected,deep,3,3,Gelidium spp.,0
2675,Kelp,Los Molles,protected,deep,3,3,Hildenbrandia,17.77777778
2676,Kelp,Los Molles,protected,deep,3,3,Algae indet,2.222222222
2677,Kelp,Los Molles,protected,deep,3,3,Lessonia,2.222222222
2678,Kelp,Los Molles,protected,deep,3,3,Lithothamnium,33.33333333
2679,Kelp,Los Molles,protected,deep,3,3,Filamentous,0
2680,Kelp,Los Molles,protected,deep,3,3,Filamentous,0
2681,Kelp,Los Molles,protected,deep,3,3,Ralfsia confusa,0
2682,Kelp,Los Molles,protected,deep,3,3,Lessonia skeleton,0
2683,Kelp,Los Molles,protected,deep,3,3,Anemona ,0
2684,Kelp,Los Molles,protected,deep,3,3,Calleporella,4.444444444
2685,Kelp,Los Molles,protected,deep,3,3,Chiton,0
2686,Kelp,Los Molles,protected,deep,3,3,Cirripedios,0
2687,Kelp,Los Molles,protected,deep,3,3,Crustaceo,0
2688,Kelp,Los Molles,protected,deep,3,3,Entalphora,0
2689,Kelp,Los Molles,protected,deep,3,3,Erizos,0
2690,Kelp,Los Molles,protected,deep,3,3,Estrella,0
2691,Kelp,Los Molles,protected,deep,3,3,Gastropodo,0
2692,Kelp,Los Molles,protected,deep,3,3,Heliaster helianthus,0
2693,Kelp,Los Molles,protected,deep,3,3,Hidrozoo,0
2694,Kelp,Los Molles,protected,deep,3,3,Opistobranchio,0
2695,Kelp,Los Molles,protected,deep,3,3,Sponge,0
2696,Kelp,Los Molles,protected,deep,3,3,Poliqueto,0
2697,Kelp,Los Molles,protected,deep,3,3,Tunicado,0
2698,Kelp,Los Molles,protected,deep,3,3,Peces,0
2699,Kelp,Los Molles,protected,deep,3,3,Shadow,10
2700,Kelp,Los Molles,protected,deep,3,3,Tape,0
2701,Kelp,Los Molles,protected,deep,3,3,Wand,0
2702,Kelp,Los Molles,protected,deep,3,4,Boulder,0
2703,Kelp,Los Molles,protected,deep,3,4,Conchuela,0
2704,Kelp,Los Molles,protected,deep,3,4,Rock,0
2705,Kelp,Los Molles,protected,deep,3,4,Rock,0
2706,Kelp,Los Molles,protected,deep,3,4,Rock,4.166666667
2707,Kelp,Los Molles,protected,deep,3,4,Rock,8.333333333
2708,Kelp,Los Molles,protected,deep,3,4,Sand,0
2709,Kelp,Los Molles,protected,deep,3,4,Corallina spp.,0
2710,Kelp,Los Molles,protected,deep,3,4,Crustosa verde,0
2711,Kelp,Los Molles,protected,deep,3,4,Gelidium spp.,0
2712,Kelp,Los Molles,protected,deep,3,4,Hildenbrandia,12.5
2713,Kelp,Los Molles,protected,deep,3,4,Algae indet,0
2714,Kelp,Los Molles,protected,deep,3,4,Lessonia,0
2715,Kelp,Los Molles,protected,deep,3,4,Lithothamnium,31.25
2716,Kelp,Los Molles,protected,deep,3,4,Filamentous,43.75
2717,Kelp,Los Molles,protected,deep,3,4,Filamentous,0
2718,Kelp,Los Molles,protected,deep,3,4,Ralfsia confusa,0
2719,Kelp,Los Molles,protected,deep,3,4,Lessonia skeleton,0
2720,Kelp,Los Molles,protected,deep,3,4,Anemona ,0
2721,Kelp,Los Molles,protected,deep,3,4,Calleporella,0
2722,Kelp,Los Molles,protected,deep,3,4,Chiton,0
2723,Kelp,Los Molles,protected,deep,3,4,Cirripedios,0
2724,Kelp,Los Molles,protected,deep,3,4,Crustaceo,0
2725,Kelp,Los Molles,protected,deep,3,4,Entalphora,0
2726,Kelp,Los Molles,protected,deep,3,4,Erizos,0
2727,Kelp,Los Molles,protected,deep,3,4,Estrella,0
2728,Kelp,Los Molles,protected,deep,3,4,Gastropodo,0
2729,Kelp,Los Molles,protected,deep,3,4,Heliaster helianthus,0
2730,Kelp,Los Molles,protected,deep,3,4,Hidrozoo,0
2731,Kelp,Los Molles,protected,deep,3,4,Opistobranchio,0
2732,Kelp,Los Molles,protected,deep,3,4,Sponge,0
2733,Kelp,Los Molles,protected,deep,3,4,Poliqueto,0
2734,Kelp,Los Molles,protected,deep,3,4,Tunicado,0
2735,Kelp,Los Molles,protected,deep,3,4,Peces,0
2736,Kelp,Los Molles,protected,deep,3,4,Shadow,2
2737,Kelp,Los Molles,protected,deep,3,4,Tape,2
2738,Kelp,Los Molles,protected,deep,3,4,Wand,0
2739,Kelp,Los Molles,protected,deep,3,5,Boulder,0
2740,Kelp,Los Molles,protected,deep,3,5,Conchuela,0
2741,Kelp,Los Molles,protected,deep,3,5,Rock,0
2742,Kelp,Los Molles,protected,deep,3,5,Rock,12.19512195
2743,Kelp,Los Molles,protected,deep,3,5,Rock,24.3902439
2744,Kelp,Los Molles,protected,deep,3,5,Rock,21.95121951
2745,Kelp,Los Molles,protected,deep,3,5,Sand,0
2746,Kelp,Los Molles,protected,deep,3,5,Corallina spp.,0
2747,Kelp,Los Molles,protected,deep,3,5,Crustosa verde,0
2748,Kelp,Los Molles,protected,deep,3,5,Gelidium spp.,0
2749,Kelp,Los Molles,protected,deep,3,5,Hildenbrandia,2.43902439
2750,Kelp,Los Molles,protected,deep,3,5,Algae indet,2.43902439
2751,Kelp,Los Molles,protected,deep,3,5,Lessonia,12.19512195
2752,Kelp,Los Molles,protected,deep,3,5,Lithothamnium,19.51219512
2753,Kelp,Los Molles,protected,deep,3,5,Filamentous,0
2754,Kelp,Los Molles,protected,deep,3,5,Filamentous,0
2755,Kelp,Los Molles,protected,deep,3,5,Ralfsia confusa,0
2756,Kelp,Los Molles,protected,deep,3,5,Lessonia skeleton,4.87804878
2757,Kelp,Los Molles,protected,deep,3,5,Anemona ,0
2758,Kelp,Los Molles,protected,deep,3,5,Calleporella,0
2759,Kelp,Los Molles,protected,deep,3,5,Chiton,0
2760,Kelp,Los Molles,protected,deep,3,5,Cirripedios,0
2761,Kelp,Los Molles,protected,deep,3,5,Crustaceo,0
2762,Kelp,Los Molles,protected,deep,3,5,Entalphora,0
2763,Kelp,Los Molles,protected,deep,3,5,Erizos,0
2764,Kelp,Los Molles,protected,deep,3,5,Estrella,0
2765,Kelp,Los Molles,protected,deep,3,5,Gastropodo,0
2766,Kelp,Los Molles,protected,deep,3,5,Heliaster helianthus,0
2767,Kelp,Los Molles,protected,deep,3,5,Hidrozoo,0
2768,Kelp,Los Molles,protected,deep,3,5,Opistobranchio,0
2769,Kelp,Los Molles,protected,deep,3,5,Sponge,0
2770,Kelp,Los Molles,protected,deep,3,5,Poliqueto,0
2771,Kelp,Los Molles,protected,deep,3,5,Tunicado,0
2772,Kelp,Los Molles,protected,deep,3,5,Peces,0
2773,Kelp,Los Molles,protected,deep,3,5,Shadow,16
2774,Kelp,Los Molles,protected,deep,3,5,Tape,2
2775,Kelp,Los Molles,protected,deep,3,5,Wand,0
2776,Kelp,Los Molles,protected,deep,3,6,Boulder,0
2777,Kelp,Los Molles,protected,deep,3,6,Conchuela,0
2778,Kelp,Los Molles,protected,deep,3,6,Rock,0
2779,Kelp,Los Molles,protected,deep,3,6,Rock,0
2780,Kelp,Los Molles,protected,deep,3,6,Rock,2.272727273
2781,Kelp,Los Molles,protected,deep,3,6,Rock,2.272727273
2782,Kelp,Los Molles,protected,deep,3,6,Sand,0
2783,Kelp,Los Molles,protected,deep,3,6,Corallina spp.,0
2784,Kelp,Los Molles,protected,deep,3,6,Crustosa verde,0
2785,Kelp,Los Molles,protected,deep,3,6,Gelidium spp.,0
2786,Kelp,Los Molles,protected,deep,3,6,Hildenbrandia,4.545454545
2787,Kelp,Los Molles,protected,deep,3,6,Algae indet,2.272727273
2788,Kelp,Los Molles,protected,deep,3,6,Lessonia,0
2789,Kelp,Los Molles,protected,deep,3,6,Lithothamnium,38.63636364
2790,Kelp,Los Molles,protected,deep,3,6,Filamentous,47.72727273
2791,Kelp,Los Molles,protected,deep,3,6,Filamentous,0
2792,Kelp,Los Molles,protected,deep,3,6,Ralfsia confusa,0
2793,Kelp,Los Molles,protected,deep,3,6,Lessonia skeleton,0
2794,Kelp,Los Molles,protected,deep,3,6,Anemona ,0
2795,Kelp,Los Molles,protected,deep,3,6,Calleporella,0
2796,Kelp,Los Molles,protected,deep,3,6,Chiton,0
2797,Kelp,Los Molles,protected,deep,3,6,Cirripedios,0
2798,Kelp,Los Molles,protected,deep,3,6,Crustaceo,0
2799,Kelp,Los Molles,protected,deep,3,6,Entalphora,0
2800,Kelp,Los Molles,protected,deep,3,6,Erizos,0
2801,Kelp,Los Molles,protected,deep,3,6,Estrella,0
2802,Kelp,Los Molles,protected,deep,3,6,Gastropodo,2.272727273
2803,Kelp,Los Molles,protected,deep,3,6,Heliaster helianthus,0
2804,Kelp,Los Molles,protected,deep,3,6,Hidrozoo,0
2805,Kelp,Los Molles,protected,deep,3,6,Opistobranchio,0
2806,Kelp,Los Molles,protected,deep,3,6,Sponge,0
2807,Kelp,Los Molles,protected,deep,3,6,Poliqueto,0
2808,Kelp,Los Molles,protected,deep,3,6,Tunicado,0
2809,Kelp,Los Molles,protected,deep,3,6,Peces,0
2810,Kelp,Los Molles,protected,deep,3,6,Shadow,8
2811,Kelp,Los Molles,protected,deep,3,6,Tape,4
2812,Kelp,Los Molles,protected,deep,3,6,Wand,0
2813,Kelp,Los Molles,protected,deep,3,7,Boulder,0
2814,Kelp,Los Molles,protected,deep,3,7,Conchuela,0
2815,Kelp,Los Molles,protected,deep,3,7,Rock,0
2816,Kelp,Los Molles,protected,deep,3,7,Rock,38.29787234
2817,Kelp,Los Molles,protected,deep,3,7,Rock,6.382978723
2818,Kelp,Los Molles,protected,deep,3,7,Rock,8.510638298
2819,Kelp,Los Molles,protected,deep,3,7,Sand,0
2820,Kelp,Los Molles,protected,deep,3,7,Corallina spp.,0
2821,Kelp,Los Molles,protected,deep,3,7,Crustosa verde,0
2822,Kelp,Los Molles,protected,deep,3,7,Gelidium spp.,0
2823,Kelp,Los Molles,protected,deep,3,7,Hildenbrandia,0
2824,Kelp,Los Molles,protected,deep,3,7,Algae indet,4.255319149
2825,Kelp,Los Molles,protected,deep,3,7,Lessonia,38.29787234
2826,Kelp,Los Molles,protected,deep,3,7,Lithothamnium,4.255319149
2827,Kelp,Los Molles,protected,deep,3,7,Filamentous,0
2828,Kelp,Los Molles,protected,deep,3,7,Filamentous,0
2829,Kelp,Los Molles,protected,deep,3,7,Ralfsia confusa,0
2830,Kelp,Los Molles,protected,deep,3,7,Lessonia skeleton,0
2831,Kelp,Los Molles,protected,deep,3,7,Anemona ,0
2832,Kelp,Los Molles,protected,deep,3,7,Calleporella,0
2833,Kelp,Los Molles,protected,deep,3,7,Chiton,0
2834,Kelp,Los Molles,protected,deep,3,7,Cirripedios,0
2835,Kelp,Los Molles,protected,deep,3,7,Crustaceo,0
2836,Kelp,Los Molles,protected,deep,3,7,Entalphora,0
2837,Kelp,Los Molles,protected,deep,3,7,Erizos,0
2838,Kelp,Los Molles,protected,deep,3,7,Estrella,0
2839,Kelp,Los Molles,protected,deep,3,7,Gastropodo,0
2840,Kelp,Los Molles,protected,deep,3,7,Heliaster helianthus,0
2841,Kelp,Los Molles,protected,deep,3,7,Hidrozoo,0
2842,Kelp,Los Molles,protected,deep,3,7,Opistobranchio,0
2843,Kelp,Los Molles,protected,deep,3,7,Sponge,0
2844,Kelp,Los Molles,protected,deep,3,7,Poliqueto,0
2845,Kelp,Los Molles,protected,deep,3,7,Tunicado,0
2846,Kelp,Los Molles,protected,deep,3,7,Peces,0
2847,Kelp,Los Molles,protected,deep,3,7,Shadow,4
2848,Kelp,Los Molles,protected,deep,3,7,Tape,2
2849,Kelp,Los Molles,protected,deep,3,7,Wand,0
2850,Kelp,Los Molles,protected,deep,3,8,Boulder,0
2851,Kelp,Los Molles,protected,deep,3,8,Conchuela,0
2852,Kelp,Los Molles,protected,deep,3,8,Rock,0
2853,Kelp,Los Molles,protected,deep,3,8,Rock,35.55555556
2854,Kelp,Los Molles,protected,deep,3,8,Rock,20
2855,Kelp,Los Molles,protected,deep,3,8,Rock,20
2856,Kelp,Los Molles,protected,deep,3,8,Sand,0
2857,Kelp,Los Molles,protected,deep,3,8,Corallina spp.,0
2858,Kelp,Los Molles,protected,deep,3,8,Crustosa verde,0
2859,Kelp,Los Molles,protected,deep,3,8,Gelidium spp.,0
2860,Kelp,Los Molles,protected,deep,3,8,Hildenbrandia,0
2861,Kelp,Los Molles,protected,deep,3,8,Algae indet,2.222222222
2862,Kelp,Los Molles,protected,deep,3,8,Lessonia,11.11111111
2863,Kelp,Los Molles,protected,deep,3,8,Lithothamnium,11.11111111
2864,Kelp,Los Molles,protected,deep,3,8,Filamentous,0
2865,Kelp,Los Molles,protected,deep,3,8,Filamentous,0
2866,Kelp,Los Molles,protected,deep,3,8,Ralfsia confusa,0
2867,Kelp,Los Molles,protected,deep,3,8,Lessonia skeleton,0
2868,Kelp,Los Molles,protected,deep,3,8,Anemona ,0
2869,Kelp,Los Molles,protected,deep,3,8,Calleporella,0
2870,Kelp,Los Molles,protected,deep,3,8,Chiton,0
2871,Kelp,Los Molles,protected,deep,3,8,Cirripedios,0
2872,Kelp,Los Molles,protected,deep,3,8,Crustaceo,0
2873,Kelp,Los Molles,protected,deep,3,8,Entalphora,0
2874,Kelp,Los Molles,protected,deep,3,8,Erizos,0
2875,Kelp,Los Molles,protected,deep,3,8,Estrella,0
2876,Kelp,Los Molles,protected,deep,3,8,Gastropodo,0
2877,Kelp,Los Molles,protected,deep,3,8,Heliaster helianthus,0
2878,Kelp,Los Molles,protected,deep,3,8,Hidrozoo,0
2879,Kelp,Los Molles,protected,deep,3,8,Opistobranchio,0
2880,Kelp,Los Molles,protected,deep,3,8,Sponge,0
2881,Kelp,Los Molles,protected,deep,3,8,Poliqueto,0
2882,Kelp,Los Molles,protected,deep,3,8,Tunicado,0
2883,Kelp,Los Molles,protected,deep,3,8,Peces,0
2884,Kelp,Los Molles,protected,deep,3,8,Shadow,8
2885,Kelp,Los Molles,protected,deep,3,8,Tape,2
2886,Kelp,Los Molles,protected,deep,3,8,Wand,0
2887,Kelp,Los Molles,protected,deep,3,9,Boulder,0
2888,Kelp,Los Molles,protected,deep,3,9,Conchuela,0
2889,Kelp,Los Molles,protected,deep,3,9,Rock,0
2890,Kelp,Los Molles,protected,deep,3,9,Rock,0
2891,Kelp,Los Molles,protected,deep,3,9,Rock,2.083333333
2892,Kelp,Los Molles,protected,deep,3,9,Rock,8.333333333
2893,Kelp,Los Molles,protected,deep,3,9,Sand,0
2894,Kelp,Los Molles,protected,deep,3,9,Corallina spp.,0
2895,Kelp,Los Molles,protected,deep,3,9,Crustosa verde,4.166666667
2896,Kelp,Los Molles,protected,deep,3,9,Gelidium spp.,0
2897,Kelp,Los Molles,protected,deep,3,9,Hildenbrandia,20.83333333
2898,Kelp,Los Molles,protected,deep,3,9,Algae indet,4.166666667
2899,Kelp,Los Molles,protected,deep,3,9,Lessonia,0
2900,Kelp,Los Molles,protected,deep,3,9,Lithothamnium,33.33333333
2901,Kelp,Los Molles,protected,deep,3,9,Filamentous,20.83333333
2902,Kelp,Los Molles,protected,deep,3,9,Filamentous,4.166666667
2903,Kelp,Los Molles,protected,deep,3,9,Ralfsia confusa,0
2904,Kelp,Los Molles,protected,deep,3,9,Lessonia skeleton,0
2905,Kelp,Los Molles,protected,deep,3,9,Anemona ,0
2906,Kelp,Los Molles,protected,deep,3,9,Calleporella,0
2907,Kelp,Los Molles,protected,deep,3,9,Chiton,0
2908,Kelp,Los Molles,protected,deep,3,9,Cirripedios,0
2909,Kelp,Los Molles,protected,deep,3,9,Crustaceo,0
2910,Kelp,Los Molles,protected,deep,3,9,Entalphora,0
2911,Kelp,Los Molles,protected,deep,3,9,Erizos,0
2912,Kelp,Los Molles,protected,deep,3,9,Estrella,0
2913,Kelp,Los Molles,protected,deep,3,9,Gastropodo,2.083333333
2914,Kelp,Los Molles,protected,deep,3,9,Heliaster helianthus,0
2915,Kelp,Los Molles,protected,deep,3,9,Hidrozoo,0
2916,Kelp,Los Molles,protected,deep,3,9,Opistobranchio,0
2917,Kelp,Los Molles,protected,deep,3,9,Sponge,0
2918,Kelp,Los Molles,protected,deep,3,9,Poliqueto,0
2919,Kelp,Los Molles,protected,deep,3,9,Tunicado,0
2920,Kelp,Los Molles,protected,deep,3,9,Peces,0
2921,Kelp,Los Molles,protected,deep,3,9,Shadow,2
2922,Kelp,Los Molles,protected,deep,3,9,Tape,2
2923,Kelp,Los Molles,protected,deep,3,9,Wand,0
2924,Kelp,Los Molles,protected,deep,3,10,Boulder,0
2925,Kelp,Los Molles,protected,deep,3,10,Conchuela,0
2926,Kelp,Los Molles,protected,deep,3,10,Rock,0
2927,Kelp,Los Molles,protected,deep,3,10,Rock,0
2928,Kelp,Los Molles,protected,deep,3,10,Rock,0
2929,Kelp,Los Molles,protected,deep,3,10,Rock,4.545454545
2930,Kelp,Los Molles,protected,deep,3,10,Sand,0
2931,Kelp,Los Molles,protected,deep,3,10,Corallina spp.,0
2932,Kelp,Los Molles,protected,deep,3,10,Crustosa verde,4.545454545
2933,Kelp,Los Molles,protected,deep,3,10,Gelidium spp.,0
2934,Kelp,Los Molles,protected,deep,3,10,Hildenbrandia,11.36363636
2935,Kelp,Los Molles,protected,deep,3,10,Algae indet,0
2936,Kelp,Los Molles,protected,deep,3,10,Lessonia,0
2937,Kelp,Los Molles,protected,deep,3,10,Lithothamnium,77.27272727
2938,Kelp,Los Molles,protected,deep,3,10,Filamentous,2.272727273
2939,Kelp,Los Molles,protected,deep,3,10,Filamentous,0
2940,Kelp,Los Molles,protected,deep,3,10,Ralfsia confusa,0
2941,Kelp,Los Molles,protected,deep,3,10,Lessonia skeleton,0
2942,Kelp,Los Molles,protected,deep,3,10,Anemona ,0
2943,Kelp,Los Molles,protected,deep,3,10,Calleporella,0
2944,Kelp,Los Molles,protected,deep,3,10,Chiton,0
2945,Kelp,Los Molles,protected,deep,3,10,Cirripedios,0
2946,Kelp,Los Molles,protected,deep,3,10,Crustaceo,0
2947,Kelp,Los Molles,protected,deep,3,10,Entalphora,0
2948,Kelp,Los Molles,protected,deep,3,10,Erizos,0
2949,Kelp,Los Molles,protected,deep,3,10,Estrella,0
2950,Kelp,Los Molles,protected,deep,3,10,Gastropodo,0
2951,Kelp,Los Molles,protected,deep,3,10,Heliaster helianthus,0
2952,Kelp,Los Molles,protected,deep,3,10,Hidrozoo,0
2953,Kelp,Los Molles,protected,deep,3,10,Opistobranchio,0
2954,Kelp,Los Molles,protected,deep,3,10,Sponge,0
2955,Kelp,Los Molles,protected,deep,3,10,Poliqueto,0
2956,Kelp,Los Molles,protected,deep,3,10,Tunicado,0
2957,Kelp,Los Molles,protected,deep,3,10,Peces,0
2958,Kelp,Los Molles,protected,deep,3,10,Shadow,12
2959,Kelp,Los Molles,protected,deep,3,10,Tape,0
2960,Kelp,Los Molles,protected,deep,3,10,Wand,0
2961,Kelp,Los Molles,protected,shallow,1,1,Boulder,0
2962,Kelp,Los Molles,protected,shallow,1,1,Conchuela,0
2963,Kelp,Los Molles,protected,shallow,1,1,Rock,0
2964,Kelp,Los Molles,protected,shallow,1,1,Rock,0
2965,Kelp,Los Molles,protected,shallow,1,1,Rock,0
2966,Kelp,Los Molles,protected,shallow,1,1,Rock,0
2967,Kelp,Los Molles,protected,shallow,1,1,Sand,0
2968,Kelp,Los Molles,protected,shallow,1,1,Corallina spp.,0
2969,Kelp,Los Molles,protected,shallow,1,1,Crustosa verde,0
2970,Kelp,Los Molles,protected,shallow,1,1,Gelidium spp.,0
2971,Kelp,Los Molles,protected,shallow,1,1,Hildenbrandia,0
2972,Kelp,Los Molles,protected,shallow,1,1,Algae indet,6.382978723
2973,Kelp,Los Molles,protected,shallow,1,1,Lessonia,0
2974,Kelp,Los Molles,protected,shallow,1,1,Lithothamnium,0
2975,Kelp,Los Molles,protected,shallow,1,1,Filamentous,89.36170213
2976,Kelp,Los Molles,protected,shallow,1,1,Filamentous,0
2977,Kelp,Los Molles,protected,shallow,1,1,Ralfsia confusa,2.127659574
2978,Kelp,Los Molles,protected,shallow,1,1,Lessonia skeleton,2.127659574
2979,Kelp,Los Molles,protected,shallow,1,1,Anemona ,0
2980,Kelp,Los Molles,protected,shallow,1,1,Calleporella,0
2981,Kelp,Los Molles,protected,shallow,1,1,Chiton,0
2982,Kelp,Los Molles,protected,shallow,1,1,Cirripedios,0
2983,Kelp,Los Molles,protected,shallow,1,1,Crustaceo,0
2984,Kelp,Los Molles,protected,shallow,1,1,Entalphora,0
2985,Kelp,Los Molles,protected,shallow,1,1,Erizos,0
2986,Kelp,Los Molles,protected,shallow,1,1,Estrella,0
2987,Kelp,Los Molles,protected,shallow,1,1,Gastropodo,0
2988,Kelp,Los Molles,protected,shallow,1,1,Heliaster helianthus,0
2989,Kelp,Los Molles,protected,shallow,1,1,Hidrozoo,0
2990,Kelp,Los Molles,protected,shallow,1,1,Opistobranchio,0
2991,Kelp,Los Molles,protected,shallow,1,1,Sponge,0
2992,Kelp,Los Molles,protected,shallow,1,1,Poliqueto,0
2993,Kelp,Los Molles,protected,shallow,1,1,Tunicado,0
2994,Kelp,Los Molles,protected,shallow,1,1,Peces,0
2995,Kelp,Los Molles,protected,shallow,1,1,Shadow,0
2996,Kelp,Los Molles,protected,shallow,1,1,Tape,0
2997,Kelp,Los Molles,protected,shallow,1,1,Wand,0
2998,Kelp,Los Molles,protected,shallow,1,2,Boulder,0
2999,Kelp,Los Molles,protected,shallow,1,2,Conchuela,0
3000,Kelp,Los Molles,protected,shallow,1,2,Rock,0
3001,Kelp,Los Molles,protected,shallow,1,2,Rock,0
3002,Kelp,Los Molles,protected,shallow,1,2,Rock,4.651162791
3003,Kelp,Los Molles,protected,shallow,1,2,Rock,0
3004,Kelp,Los Molles,protected,shallow,1,2,Sand,0
3005,Kelp,Los Molles,protected,shallow,1,2,Corallina spp.,0
3006,Kelp,Los Molles,protected,shallow,1,2,Crustosa verde,0
3007,Kelp,Los Molles,protected,shallow,1,2,Gelidium spp.,0
3008,Kelp,Los Molles,protected,shallow,1,2,Hildenbrandia,18.60465116
3009,Kelp,Los Molles,protected,shallow,1,2,Algae indet,2.325581395
3010,Kelp,Los Molles,protected,shallow,1,2,Lessonia,0
3011,Kelp,Los Molles,protected,shallow,1,2,Lithothamnium,60.46511628
3012,Kelp,Los Molles,protected,shallow,1,2,Filamentous,0
3013,Kelp,Los Molles,protected,shallow,1,2,Filamentous,6.976744186
3014,Kelp,Los Molles,protected,shallow,1,2,Ralfsia confusa,0
3015,Kelp,Los Molles,protected,shallow,1,2,Lessonia skeleton,0
3016,Kelp,Los Molles,protected,shallow,1,2,Anemona ,0
3017,Kelp,Los Molles,protected,shallow,1,2,Calleporella,0
3018,Kelp,Los Molles,protected,shallow,1,2,Chiton,0
3019,Kelp,Los Molles,protected,shallow,1,2,Cirripedios,0
3020,Kelp,Los Molles,protected,shallow,1,2,Crustaceo,0
3021,Kelp,Los Molles,protected,shallow,1,2,Entalphora,0
3022,Kelp,Los Molles,protected,shallow,1,2,Erizos,0
3023,Kelp,Los Molles,protected,shallow,1,2,Estrella,0
3024,Kelp,Los Molles,protected,shallow,1,2,Gastropodo,6.976744186
3025,Kelp,Los Molles,protected,shallow,1,2,Heliaster helianthus,0
3026,Kelp,Los Molles,protected,shallow,1,2,Hidrozoo,0
3027,Kelp,Los Molles,protected,shallow,1,2,Opistobranchio,0
3028,Kelp,Los Molles,protected,shallow,1,2,Sponge,0
3029,Kelp,Los Molles,protected,shallow,1,2,Poliqueto,0
3030,Kelp,Los Molles,protected,shallow,1,2,Tunicado,0
3031,Kelp,Los Molles,protected,shallow,1,2,Peces,0
3032,Kelp,Los Molles,protected,shallow,1,2,Shadow,10
